spinType,speed,spinAmount,timeSinceRelease,ballPosX,ballPosY,ballVelX,ballVelY,ballAngularVel,distanceToStumps,distanceToPad,hitPad, reachedPad, willHitStumps
0,0.794873,10.000000,0.300571,-2.331374,-0.484428,15.535630,-6.315415,778.927100,10.633220,8.281797,0,0,0
0,0.794873,10.000000,0.350583,-1.399237,-0.886897,15.535630,-6.904015,776.594900,9.633839,7.276507,0,0,0
0,0.794873,10.000000,0.400717,-0.777812,-1.174829,15.535630,-7.296414,775.044000,8.965558,6.603338,0,0,0
0,0.794873,10.000000,0.466837,0.465037,-1.797782,15.535630,-8.081214,771.951500,7.630268,5.257432,0,0,0
0,0.794873,10.000000,0.533621,1.397174,-2.306199,15.535630,-8.669815,769.640100,6.639177,4.262309,0,0,0
0,0.794873,10.000000,0.583734,2.329311,-2.849932,15.535630,-9.258416,767.335700,5.672674,3.309865,0,0,0
0,0.794873,10.000000,0.650412,3.253675,-3.263657,14.723250,6.400560,226.524500,4.753643,2.440517,0,0,0
0,0.794873,10.000000,0.717121,4.137069,-2.903167,14.723250,5.811961,225.846300,3.864145,1.509128,0,0,0
0,0.794873,10.000000,0.783898,5.314929,-2.477450,14.723250,5.027161,224.945100,2.735446,0.415798,1,0,0
0,0.794873,10.000000,0.833444,5.903859,-2.288136,14.723250,4.634761,224.495800,2.213720,0.524603,1,1,0
0,0.765134,10.000000,0.066828,-5.786181,0.652129,14.831830,-4.551605,787.538600,14.261730,11.949860,0,0,0
0,0.765134,10.000000,0.117965,-5.192908,0.458292,14.831830,-4.944005,785.965800,13.638640,11.325980,0,0,0
0,0.765134,10.000000,0.183532,-4.302998,0.138108,14.831830,-5.532605,783.612500,12.696910,10.382030,0,0,0
0,0.765134,10.000000,0.250285,-3.116452,-0.343740,14.831830,-6.317404,780.485800,11.429400,9.109392,0,0,0
0,0.765134,10.000000,0.300377,-2.523179,-0.608208,14.831830,-6.709804,778.927100,10.791570,8.468024,0,0,0
0,0.765134,10.000000,0.350534,-1.633269,-1.034340,14.831830,-7.298404,776.594900,9.831769,7.501864,0,0,0
0,0.765134,10.000000,0.417105,-0.743359,-1.495788,14.831830,-7.887003,774.269700,8.871808,6.535015,0,0,0
0,0.765134,10.000000,0.483287,0.146551,-1.992552,14.831830,-8.475604,771.951500,7.917804,5.575893,0,0,0
0,0.765134,10.000000,0.533504,1.036460,-2.524632,14.831830,-9.064205,769.640100,6.979746,4.640659,0,0,0
0,0.765134,10.000000,0.600155,1.926370,-3.092028,14.831830,-9.652806,767.335700,6.074327,3.762254,0,0,0
0,0.765134,10.000000,0.667084,3.066966,-2.974648,14.003100,6.136984,216.018700,4.933099,2.615699,0,0,0
0,0.765134,10.000000,0.733635,3.907152,-2.629973,14.003100,5.548384,215.371900,4.109540,1.768393,0,0,0
0,0.765134,10.000000,0.783663,4.467276,-2.419810,14.003100,5.155984,214.941800,3.580051,1.246663,0,0,0
0,0.765134,10.000000,0.849951,5.587523,-2.046571,14.003100,4.371185,214.084100,2.594046,0.698570,1,0,0
0,0.765134,10.000000,0.867167,5.867584,-1.963071,14.003100,4.174985,213.870300,2.371164,0.801140,1,1,0
1,1.066533,10.000000,0.050157,-5.766622,0.634747,20.556310,-6.283758,-788.326100,14.238370,11.926180,0,0,1
1,1.066533,10.000000,0.116728,-4.533243,0.234177,20.556310,-6.872357,-785.965800,12.943800,10.629920,0,0,1
1,1.066533,10.000000,0.182910,-3.299865,-0.201708,20.556310,-7.460957,-783.612500,11.641190,9.324131,0,0,1
1,1.066533,10.000000,0.233127,-2.066486,-0.672909,20.556310,-8.049557,-781.266300,10.331960,8.009924,0,0,1
1,1.066533,10.000000,0.299778,-0.833108,-1.179426,20.556310,-8.638158,-778.927100,9.018774,6.689796,0,0,1
1,1.066533,10.000000,0.366707,0.811396,-1.909719,20.556310,-9.422959,-775.819100,7.270814,4.931126,0,0,1
1,1.066533,10.000000,0.433258,2.044774,-2.498640,20.556310,-10.011560,-773.496200,5.976293,3.635366,0,0,1
1,1.066533,10.000000,0.483286,2.867026,-2.910875,20.556310,-10.403960,-771.951500,5.133748,2.810292,0,0,1
1,1.066533,10.000000,0.549574,4.475568,-3.053337,19.665610,6.625236,-1358.124000,3.524835,1.236897,0,0,1
1,1.066533,10.000000,0.600058,5.262192,-2.800100,19.665610,6.232836,-1355.411000,2.745096,0.414309,0,0,1
1,1.066533,10.000000,0.633049,6.048816,-2.562559,19.665610,5.840436,-1352.705000,1.999618,0.416397,1,1,1
1,0.906590,10.000000,0.050313,-5.921769,0.831679,17.970530,-3.001554,-788.326100,14.439440,12.131580,0,0,1
1,0.906590,10.000000,0.116864,-4.843538,0.628042,17.970530,-3.590154,-785.965800,13.346130,11.041860,0,0,1
1,0.906590,10.000000,0.166892,-4.124718,0.472664,17.970530,-3.982554,-784.396100,12.612220,10.310150,0,0,1
1,0.906590,10.000000,0.233180,-2.687076,0.114819,17.970530,-4.767354,-781.266300,11.131740,8.833241,0,0,1
1,0.906590,10.000000,0.283664,-1.968255,-0.087647,17.970530,-5.159753,-779.706100,10.384980,8.087663,0,0,1
1,0.906590,10.000000,0.350417,-0.530613,-0.539667,17.970530,-5.944553,-776.594900,8.878322,6.581440,0,0,1
1,0.906590,10.000000,0.417212,0.547618,-0.919884,17.970530,-6.533153,-774.269700,7.737239,5.438137,0,0,1
1,0.906590,10.000000,0.483387,1.625849,-1.335417,17.970530,-7.121752,-771.951500,6.587915,4.283124,0,0,1
1,0.906590,10.000000,0.549972,3.063491,-1.944397,17.970530,-7.906552,-768.871200,5.048110,2.727256,0,0,1
1,0.906590,10.000000,0.603349,3.782312,-2.272430,17.970530,-8.298952,-767.335700,4.279982,1.946790,0,0,1
1,0.906590,10.000000,0.675540,5.219954,-2.975586,17.970530,-9.083754,-764.273900,2.780154,0.509858,0,0,1
1,0.906590,10.000000,0.718026,5.937458,-3.314533,17.188750,6.159500,-1280.979000,2.086387,0.632845,1,1,1
0,0.831813,10.000000,0.050300,-6.018290,0.793675,16.355200,-3.633642,788.326100,14.522550,12.212800,0,0,1
0,0.831813,10.000000,0.117095,-5.036979,0.552112,16.355200,-4.222242,785.965800,13.512230,11.203700,0,0,1
0,0.831813,10.000000,0.183270,-4.055668,0.275234,16.355200,-4.810842,783.612500,12.492650,10.184370,0,0,1
0,0.831813,10.000000,0.249855,-2.747252,-0.148874,16.355200,-5.595641,780.485800,11.119010,8.809072,0,0,1
0,0.831813,10.000000,0.303232,-2.093045,-0.384471,16.355200,-5.988041,778.927100,10.426430,8.114573,0,0,1
0,0.831813,10.000000,0.375423,-0.784629,-0.902754,16.355200,-6.772840,775.819100,9.031509,6.713052,0,0,1
0,0.831813,10.000000,0.434838,0.196682,-1.332668,16.355200,-7.361440,773.496200,7.979459,5.653406,0,0,1
0,0.831813,10.000000,0.501755,1.177994,-1.797899,16.355200,-7.950040,771.180300,6.927107,4.591810,0,0,1
0,0.831813,10.000000,0.552033,2.159305,-2.298445,16.355200,-8.538641,768.871200,5.882677,3.540457,0,0,1
0,0.831813,10.000000,0.617949,3.140617,-2.834307,16.355200,-9.127242,766.569100,4.862207,2.533258,0,0,1
0,0.831813,10.000000,0.668325,4.116093,-3.278928,15.553640,6.315298,232.933800,3.893910,1.646713,0,0,1
0,0.831813,10.000000,0.718516,4.738238,-3.038088,15.553640,5.922898,232.468600,3.261984,0.980301,0,0,1
0,0.831813,10.000000,0.785173,5.671457,-2.706259,15.553640,5.334299,231.772600,2.346997,0.033748,1,0,1
0,0.831813,10.000000,0.801312,5.982530,-2.603497,15.553640,5.138099,231.541000,2.056065,0.339099,1,1,1
1,1.079275,10.000000,0.072190,-5.281923,0.787015,21.475970,-2.956617,-787.538600,13.811260,11.507860,0,0,1
1,1.079275,10.000000,0.131606,-3.993366,0.586074,21.475970,-3.545216,-785.180600,12.518020,10.221760,0,0,1
1,1.079275,10.000000,0.198523,-2.704808,0.349817,21.475970,-4.133816,-782.829700,11.216690,8.928599,0,0,1
1,1.079275,10.000000,0.248801,-1.416250,0.078244,21.475970,-4.722416,-780.485800,9.906631,7.628072,0,0,1
1,1.079275,10.000000,0.314716,-0.127693,-0.228645,21.475970,-5.311016,-778.148900,8.587188,6.320184,0,0,1
1,1.079275,10.000000,0.365092,1.160865,-0.570850,21.475970,-5.899615,-775.819100,7.257722,5.005659,0,0,1
1,1.079275,10.000000,0.415284,2.019904,-0.818606,21.475970,-6.292015,-774.269700,6.365535,4.126794,0,0,1
1,1.079275,10.000000,0.481940,3.308461,-1.219671,21.475970,-6.880615,-771.951500,5.017979,2.810388,0,0,1
1,1.079275,10.000000,0.548067,5.026538,-1.809360,21.475970,-7.665414,-768.871200,3.202983,1.132637,0,0,1
1,1.079275,10.000000,0.598082,5.885576,-2.127748,21.475970,-8.057815,-767.335700,2.287271,0.648395,1,1,1
1,0.966522,10.000000,0.066607,-5.859675,0.764664,19.005420,-4.118475,-788.326100,14.361870,12.412290,0,0,1
1,0.966522,10.000000,0.116994,-4.719350,0.494011,19.005420,-4.707075,-785.965800,13.190530,11.242110,0,0,1
1,0.966522,10.000000,0.184159,-3.579025,0.188043,19.005420,-5.295674,-783.612500,12.009890,10.062030,0,0,1
1,0.966522,10.000000,0.250236,-2.058591,-0.274851,19.005420,-6.080474,-780.485800,10.421210,8.472698,0,0,1
1,0.966522,10.000000,0.316414,-0.918266,-0.663223,19.005420,-6.669074,-778.148900,9.219328,7.268817,0,0,1
1,0.966522,10.000000,0.366917,-0.158050,-0.941758,19.005420,-7.061473,-776.594900,8.413687,6.460900,0,0,1
1,0.966522,10.000000,0.433518,1.362384,-1.545916,19.005420,-7.846273,-773.496200,6.795021,4.834944,0,0,1
1,0.966522,10.000000,0.483664,2.122600,-1.871539,19.005420,-8.238673,-771.951500,5.984751,4.019890,0,0,1
1,0.966522,10.000000,0.550141,3.643034,-2.569872,19.005420,-9.023475,-768.871200,4.378146,2.410535,0,0,1
1,0.966522,10.000000,0.600279,4.403250,-2.942583,19.005420,-9.415875,-767.335700,3.597208,1.656740,0,0,1
1,0.966522,10.000000,0.666957,5.527068,-3.200932,18.180060,6.502909,-1302.238000,2.481081,0.695246,0,0,1
1,0.966522,10.000000,0.700162,6.254270,-2.952588,18.180060,6.110509,-1299.637000,1.746374,0.296519,1,1,1
0,0.819728,10.000000,0.066809,-6.081049,0.622089,15.296720,-6.487093,788.326100,14.539440,12.585970,0,0,0
0,0.819728,10.000000,0.133411,-4.857311,0.063882,15.296720,-7.271893,785.180600,13.217330,11.259570,0,0,0
0,0.819728,10.000000,0.183556,-4.245442,-0.238766,15.296720,-7.664293,783.612500,12.552900,10.592540,0,0,0
0,0.819728,10.000000,0.250033,-3.021706,-0.891149,15.296720,-8.449094,780.485800,11.221640,9.255797,0,0,0
0,0.819728,10.000000,0.300171,-2.409837,-1.240884,15.296720,-8.841495,778.927100,10.557420,8.589230,0,0,0
0,0.819728,10.000000,0.366849,-1.492035,-1.794918,15.296720,-9.430096,776.594900,9.568226,7.598594,0,0,0
0,0.819728,10.000000,0.433278,-0.268298,-2.588565,15.296720,-10.214900,773.496200,8.278528,6.317670,0,0,0
0,0.819728,10.000000,0.500150,0.649505,-3.225003,15.296720,-10.803500,771.180300,7.353938,5.419797,0,0,0
0,0.819728,10.000000,0.566976,1.521934,-2.979192,14.389240,6.757403,168.527900,6.478100,4.531940,0,0,0
0,0.819728,10.000000,0.633561,2.673073,-2.477840,14.389240,5.972604,167.855400,5.352458,3.384653,0,0,0
0,0.819728,10.000000,0.699724,3.536427,-2.143028,14.389240,5.384004,167.352900,4.545094,2.581114,0,0,0
0,0.819728,10.000000,0.750064,4.399781,-1.843532,14.389240,4.795404,166.851800,3.781401,1.875852,0,0,0
0,0.819728,10.000000,0.800174,4.975350,-1.663488,14.389240,4.403005,166.518600,3.306776,1.519377,0,0,0
0,0.819728,10.000000,0.866573,5.838704,-1.422852,14.389240,3.814405,166.020000,2.675555,1.333604,0,0,0
0,0.819728,10.000000,0.883196,6.126489,-1.350488,14.389240,3.618205,165.854100,2.496184,1.391752,0,1,0
0,0.923733,10.000000,0.066678,-5.910680,0.771250,18.155330,-4.008698,788.326100,14.412820,12.463080,0,0,1
0,0.923733,10.000000,0.133107,-4.458253,0.411314,18.155330,-4.793498,785.180600,12.916850,10.968260,0,0,1
0,0.923733,10.000000,0.199979,-3.368933,0.100161,18.155330,-5.382098,782.829700,11.784040,9.835487,0,0,1
0,0.923733,10.000000,0.266805,-2.279614,-0.246309,18.155330,-5.970697,780.485800,10.642050,8.692541,0,0,1
0,0.923733,10.000000,0.333390,-0.827188,-0.763205,18.155330,-6.755497,777.371500,9.106179,7.153310,0,0,1
0,0.923733,10.000000,0.399553,0.262132,-1.192078,18.155330,-7.344097,775.044000,7.946269,5.988924,0,0,1
0,0.923733,10.000000,0.449893,1.351451,-1.656268,18.155330,-7.932696,772.723400,6.782980,4.819532,0,0,1
0,0.923733,10.000000,0.500003,2.077664,-1.985348,18.155330,-8.325097,771.180300,6.008626,4.040984,0,0,1
0,0.923733,10.000000,0.566402,3.166984,-2.508397,18.155330,-8.913698,768.871200,4.857955,2.889869,0,0,1
0,0.923733,10.000000,0.632949,4.619410,-3.260733,18.155330,-9.698500,765.803200,3.390630,1.520121,0,0,1
