impactPosX,impactPosY,impactVelX,impactVelY,impactAngularVel,spinDirection,spinMagnitude,distanceToStumps,willHitStumps
6.035141,-3.046762,15.560990,5.733196,245.353800,0,10.000000,1.965415,1
6.077264,-3.039827,19.814040,-9.260153,-765.038200,1,10.000000,1.923149,1
5.839263,-2.498031,16.676800,5.199369,-1311.132000,1,10.000000,2.218278,1
6.024879,-1.915253,15.287600,4.436893,194.369700,0,10.000000,2.253393,0
6.152333,-2.931880,16.581710,5.663725,236.757400,0,10.000000,1.848922,1
5.901859,-2.549904,19.422840,6.123239,-1360.542000,1,10.000000,2.145875,1
6.248862,-2.757922,19.951380,6.071357,-1340.347000,1,10.000000,1.767791,1
6.016098,-2.158216,15.252930,4.606337,211.811900,0,10.000000,2.155103,0
5.939804,-2.924341,17.745170,5.849681,-1303.576000,1,10.000000,2.061585,1
6.091306,-2.806247,16.976710,5.596560,227.229700,0,10.000000,1.918503,1
6.225548,-2.174448,18.768710,5.692544,-1370.411000,1,10.000000,1.957094,0
5.506630,-3.298795,16.900860,-9.340786,761.985500,0,10.000000,2.511209,1
5.458376,-3.241161,17.528160,6.370914,228.254500,0,10.000000,2.553040,1
5.553942,-2.758534,17.934210,-8.704737,763.510300,0,10.000000,2.457948,1
5.698905,-1.927294,19.155230,6.105205,-1401.785000,1,10.000000,2.538845,0
5.367558,-2.342008,16.510530,5.244121,194.038400,0,10.000000,2.713430,0
5.527516,-2.875953,18.225880,6.077456,-1324.210000,1,10.000000,2.475594,1
5.321967,-2.189701,20.536620,-8.161070,-767.335700,1,10.000000,2.797936,1
5.556475,-3.138941,16.675340,6.088642,234.498200,0,10.000000,2.447472,1
5.342400,-2.262046,21.280000,-8.371019,-768.103100,1,10.000000,2.758154,1
5.548706,-3.109793,18.453990,-9.281116,764.273900,0,10.000000,2.453752,1
5.574865,-2.684182,17.964100,-8.598519,-763.510300,1,10.000000,2.445612,1
5.267747,-3.121195,17.263540,6.233126,223.880400,0,10.000000,2.734939,1
5.249811,-2.387645,18.560330,-8.271996,765.038200,0,10.000000,2.817538,1
5.296024,-3.162407,18.082400,-9.358491,-764.273900,1,10.000000,2.708849,1
5.401419,-3.280222,17.444410,6.313472,-1295.460000,1,10.000000,2.613646,1
5.773886,-3.128643,16.977300,6.102944,233.296100,0,10.000000,2.229828,1
5.873385,-1.918998,18.274150,5.601654,-1394.316000,1,10.000000,2.385593,0
5.723499,-1.918478,19.204850,5.895856,-1420.352000,1,10.000000,2.520346,0
5.695185,-2.795152,18.135990,-8.757048,-763.510300,1,10.000000,2.313900,1
5.496282,-2.659261,19.408810,6.069066,-1356.772000,1,10.000000,2.526798,1
5.504861,-2.964966,17.109030,6.087626,-1307.621000,1,10.000000,2.495385,1
5.901501,-1.939082,18.315500,5.572118,-1391.856000,1,10.000000,2.351434,0
5.631463,-2.249766,18.449590,5.701876,-1371.954000,1,10.000000,2.484516,0
5.596649,-2.838978,17.995220,-8.819657,-763.510300,1,10.000000,2.408739,1
5.630088,-2.584071,17.344350,5.503335,-1322.219000,1,10.000000,2.406134,1
5.714077,-2.050058,14.533780,4.201122,213.211600,0,10.000000,2.475446,0
5.474168,-2.465513,18.767720,5.992071,-1365.386000,1,10.000000,2.581764,0
5.678873,-2.874017,19.046600,6.173225,-1333.009000,1,10.000000,2.324544,1
5.519996,-3.213758,17.885710,-9.355059,-763.510300,1,10.000000,2.489199,1
5.756004,-2.920785,16.060230,5.678323,235.532900,0,10.000000,2.245394,1
5.890927,-2.911534,20.791830,-9.251928,-766.569100,1,10.000000,2.110927,1
5.678246,-2.853629,16.418520,5.532529,232.595400,0,10.000000,2.326364,1
5.899509,-2.673231,15.038160,5.280264,234.777400,0,10.000000,2.125757,1
6.032495,-3.267461,18.372460,6.332238,-1297.039000,1,10.000000,1.985601,1
6.115666,-3.216916,21.154300,-9.744481,-766.569100,1,10.000000,1.896778,1
5.848697,-3.318261,18.355290,-9.504349,763.510300,0,10.000000,2.174717,1
5.918834,-3.101495,17.685150,6.197816,-1300.936000,1,10.000000,2.083640,1
6.035561,-2.896337,15.175690,5.584806,241.098300,0,10.000000,1.967172,1
6.038581,-2.000323,15.698250,4.411067,197.275700,0,10.000000,2.201481,0
5.950410,-3.113353,17.222470,6.124179,-1293.984000,1,10.000000,2.052722,1
5.967391,-2.926934,17.784580,5.845978,-1303.265000,1,10.000000,2.033922,1
5.899347,-2.665446,19.418910,5.942705,-1345.428000,1,10.000000,2.127127,1
5.895543,-2.787441,20.026660,6.400462,-1356.130000,1,10.000000,2.115164,1
6.030738,-2.695184,18.615350,-8.614236,763.510300,0,10.000000,1.992713,1
5.967360,-2.283734,20.261510,-8.171934,-765.803200,1,10.000000,2.155148,1
5.847850,-2.516190,16.688400,5.174829,214.889200,0,10.000000,2.205860,1
6.051195,-3.073077,15.179040,5.669374,249.953800,0,10.000000,1.950175,1
