spinType,speed,spinAmount,timeSinceRelease,ballPosX,ballPosY,ballVelX,ballVelY,ballAngularVel,distanceToStumps,distanceToPad,hitPad, reachedPad, willHitStumps
0,0.861760,10.000000,0.267151,-2.695787,-0.603854,16.554670,-7.345870,780.485800,10.960900,8.811364,0,0,0
0,0.861760,10.000000,0.333987,-1.702507,-1.068150,16.554670,-7.934470,778.148900,9.892962,7.737996,0,0,0
0,0.861760,10.000000,0.400515,-0.378134,-1.742147,16.554670,-8.719271,775.044000,8.472032,6.310253,0,0,0
0,0.861760,10.000000,0.466822,0.615146,-2.288847,16.554670,-9.307872,772.723400,7.419016,5.256972,0,0,0
0,0.861760,10.000000,0.517261,1.608426,-2.870863,16.554670,-9.896473,770.409900,6.392879,4.246314,0,0,0
0,0.861760,10.000000,0.583824,2.589047,-3.225167,15.689650,6.815299,194.695300,5.415637,3.299541,0,0,0
0,0.861760,10.000000,0.633967,3.216633,-2.964327,15.689650,6.422899,194.306500,4.783500,2.645618,0,0,0
0,0.861760,10.000000,0.700004,4.471805,-2.489735,15.689650,5.638100,193.531200,3.564903,1.403413,0,0,0
0,0.861760,10.000000,0.750542,5.099391,-2.275983,15.689650,5.245700,193.144700,2.989604,0.884772,0,0,0
0,0.861760,10.000000,0.800496,6.040771,-1.984785,15.689650,4.657100,192.566400,2.206636,0.778274,1,1,0
0,0.872707,10.000000,0.066693,-5.963366,0.827740,17.277240,-3.067201,788.326100,14.478510,12.342960,0,0,1
0,0.872707,10.000000,0.133132,-4.926731,0.620164,17.277240,-3.655801,785.965800,13.424080,11.291030,0,0,1
0,0.872707,10.000000,0.183323,-3.890097,0.377272,17.277240,-4.244401,783.612500,12.360440,10.229370,0,0,1
0,0.872707,10.000000,0.250489,-2.853462,0.099064,17.277240,-4.833001,781.266300,11.287240,9.157398,0,0,1
0,0.872707,10.000000,0.316349,-1.471283,-0.326816,17.277240,-5.617800,778.148900,9.841296,7.711324,0,0,1
0,0.872707,10.000000,0.382966,-0.434649,-0.687428,17.277240,-6.206400,775.819100,8.745930,6.613932,0,0,1
0,0.872707,10.000000,0.450009,0.601986,-1.083355,17.277240,-6.795000,773.496200,7.642261,5.505880,0,0,1
0,0.872707,10.000000,0.516480,1.984165,-1.666195,17.277240,-7.579799,770.409900,6.161924,4.014822,0,0,1
0,0.872707,10.000000,0.582906,3.020799,-2.144527,17.277240,-8.168399,768.103100,5.052155,2.893852,0,0,1
0,0.872707,10.000000,0.632968,3.711889,-2.483035,17.277240,-8.560800,766.569100,4.319161,2.156201,0,0,1
0,0.872707,10.000000,0.699894,5.094068,-3.207139,17.277240,-9.345601,763.510300,2.913305,0.890941,0,0,1
0,0.872707,10.000000,0.766153,6.093998,-3.047496,16.490050,5.809772,240.444300,1.906594,0.390854,1,1,1
0,0.896819,10.000000,0.066617,-5.977093,0.642049,17.048470,-6.162050,788.326100,14.443810,12.303770,0,0,0
0,0.896819,10.000000,0.133661,-4.954185,0.248782,17.048470,-6.750649,785.965800,13.355360,11.212590,0,0,0
0,0.896819,10.000000,0.200131,-3.590309,-0.330509,17.048470,-7.535449,782.829700,11.893760,9.745588,0,0,0
0,0.896819,10.000000,0.266558,-2.567401,-0.806180,17.048470,-8.124049,780.485800,10.792720,8.639338,0,0,0
0,0.896819,10.000000,0.316620,-1.885462,-1.142914,17.048470,-8.516450,778.927100,10.058390,7.901278,0,0,0
0,0.896819,10.000000,0.383545,-0.521585,-1.863470,17.048470,-9.301251,775.819100,8.597040,6.434291,0,0,0
0,0.896819,10.000000,0.449805,0.501323,-2.445089,17.048470,-9.889853,773.496200,7.519181,5.359520,0,0,0
0,0.896819,10.000000,0.499836,1.183262,-2.852455,17.048470,-10.282250,771.951500,6.818335,4.670815,0,0,0
0,0.896819,10.000000,0.550303,2.193120,-3.222087,16.151630,7.066054,175.134900,5.811126,3.691220,0,0,0
0,0.896819,10.000000,0.616588,3.162217,-2.821668,16.151630,6.477455,174.610500,4.841069,2.691746,0,0,0
0,0.896819,10.000000,0.666796,4.131314,-2.456564,16.151630,5.888855,174.087700,3.906668,1.744588,0,0,0
0,0.896819,10.000000,0.734752,5.100411,-2.126777,16.151630,5.300255,173.566500,3.028223,0.970575,0,0,0
0,0.896819,10.000000,0.783141,6.069508,-1.832306,16.151630,4.711656,173.046800,2.256171,0.933222,1,1,0
0,0.885114,10.000000,0.066925,-5.690716,0.420997,16.366070,-7.531843,787.538600,14.111660,11.968410,0,0,0
0,0.885114,10.000000,0.133185,-4.708753,-0.054458,16.366070,-8.120443,785.180600,13.045640,10.897560,0,0,0
0,0.885114,10.000000,0.183216,-4.054111,-0.391047,16.366070,-8.512844,783.612500,12.333220,10.181500,0,0,0
0,0.885114,10.000000,0.233683,-3.072147,-0.925362,16.366070,-9.101445,781.266300,11.264840,9.107481,0,0,0
0,0.885114,10.000000,0.299968,-2.090183,-1.494992,16.366070,-9.690046,778.927100,10.201810,8.039888,0,0,0
0,0.885114,10.000000,0.350176,-1.108219,-2.099939,16.366070,-10.278650,776.594900,9.152582,6.990307,0,0,0
0,0.885114,10.000000,0.418132,-0.126255,-2.740201,16.366070,-10.867250,774.269700,8.130407,5.978978,0,0,0
0,0.885114,10.000000,0.483374,1.157443,-3.127235,15.420960,7.250102,145.308600,6.843740,4.711222,0,0,0
0,0.885114,10.000000,0.533716,1.774281,-2.849003,15.420960,6.857702,145.018400,6.227551,4.079899,0,0,0
0,0.885114,10.000000,0.600025,2.699538,-2.461085,15.420960,6.269102,144.584200,5.327788,3.165497,0,0,0
0,0.885114,10.000000,0.666986,3.933214,-1.998797,15.420960,5.484303,144.007300,4.188217,2.057644,0,0,0
0,0.885114,10.000000,0.733250,4.858471,-1.693283,15.420960,4.895703,143.576200,3.402457,1.443660,0,0,0
0,0.885114,10.000000,0.783324,5.783729,-1.423085,15.420960,4.307103,143.146300,2.720022,1.318721,0,0,0
0,0.885114,10.000000,0.816744,6.092148,-1.340867,15.420960,4.110903,143.003300,2.528363,1.419471,0,1,0
0,0.784475,10.000000,0.050029,-6.059875,0.772207,15.332710,-3.915538,788.326100,14.557120,12.189830,0,0,0
0,0.784475,10.000000,0.100287,-5.446568,0.603813,15.332710,-4.307938,786.751800,13.921120,11.554020,0,0,0
0,0.784475,10.000000,0.166641,-4.219952,0.219939,15.332710,-5.092738,783.612500,12.637060,10.268810,0,0,0
0,0.784475,10.000000,0.233301,-3.299990,-0.109170,15.332710,-5.681337,781.266300,11.663900,9.293165,0,0,0
0,0.784475,10.000000,0.283432,-2.686682,-0.348195,15.332710,-6.073737,779.706100,11.010780,8.637459,0,0,0
0,0.784475,10.000000,0.333491,-1.766720,-0.736163,15.332710,-6.662337,777.371500,10.025660,7.646951,0,0,0
0,0.784475,10.000000,0.400051,-0.846757,-1.159447,15.332710,-7.250937,775.044000,9.036192,6.650324,0,0,0
0,0.784475,10.000000,0.466516,0.379859,-1.778762,15.332710,-8.035736,771.951500,7.717381,5.320705,0,0,0
0,0.784475,10.000000,0.516979,0.993167,-2.111963,15.332710,-8.428137,770.409900,7.062883,4.662342,0,0,0
0,0.784475,10.000000,0.583405,1.913129,-2.641195,15.332710,-9.016738,768.103100,6.097437,3.701205,0,0,0
0,0.784475,10.000000,0.633657,2.833091,-3.205743,15.332710,-9.605339,765.803200,5.171003,2.818669,0,0,0
0,0.784475,10.000000,0.700212,3.715179,-3.038273,14.524080,5.978600,228.554200,4.284992,1.921132,0,0,0
